Ratings,Comment,Reviews
5,Wonderful,Best iPhoneREAD MORE
5,Just wow!,"Best product in the market , power of a13, small phone factor❤️❤️READ MORE"
5,Perfect product!,Amezing photosREAD MORE
5,Fabulous!,NiceREAD MORE
5,Just wow!,I am really happy with the phone performance and camera quality. I also appreciate Flipkart’s fast delivery.READ MORE
5,Wonderful,Excellent performance at a good priceBest for moderate userREAD MORE
5,Great product,Best low budget I phoneREAD MORE
5,Best in the market!,Best phoneREAD MORE
5,Awesome,Great phone at an exciting price. Highly recommended.READ MORE
5,Brilliant,Chota packet.. bada dhamaka....Camera .- UltimateGood battery backup.Very handy small size phone...Red color just looks stylish...READ MORE
5,Mind-blowing purchase,PerfectoREAD MORE
5,A beast at affordable price,The camera is top-notch good for videos as well as clicking pictures.  Improvements -> Need software upgrade for batter battery management. Still getting 5 Hrs screen time. But can be improved.READ MORE
5,Highly recommended,nce phone love to use itREAD MORE
5,Fabulous!,SuperrrrrREAD MORE
5,Simply awesome,Excellent productREAD MORE
4,Wonderful,Best MobileREAD MORE
5,Fabulous!,GoodREAD MORE
3,Just okay,"Battery sucks, gets drained within 2 hours on heavy usage. Performance okayREAD MORE"
4,Very Good,Need to improve in battery lifeREAD MORE
3,Just okay,"Bad battery efficiency, Hanged twice, made in ChinaREAD MORE"
5,Must buy!,Nice phone and DesignREAD MORE
5,Excellent,"This is my first iPhone and I am happy with my purchase. The phone is bundled with A13 Bionic chip which makes this phone buttery smooth. For normal use the battery can last till the evening so, it’s fine with me. The phone touch and camera is perfect.READ MORE"
5,Excellent,Amazing product by Apple 👌.Budgeted and good quality.READ MORE
5,Great product,It's best phone ever I useREAD MORE
5,Perfect product!,Excellent phone. Value for the moneyREAD MORE
5,Wonderful,OriginalREAD MORE
3,Fair,Battery is fast drainingREAD MORE
5,Terrific purchase,Value for money and thank you flipkart amazing fast delivery.READ MORE
5,Must buy!,For me phone is good...i love this phone size and performanceREAD MORE
5,Great product,GoodREAD MORE
5,Brilliant,Supperd mobile excellent lookREAD MORE
4,Delightful,Everything is very good except battery life. It’s too worstREAD MORE
5,Worth every penny,Nice Phone.. timaly delivery by flipkartREAD MORE
4,Good choice,If you want it for long term for decent usage it is meant for you.READ MORE
5,Fabulous!,Nothing to say OsomeREAD MORE
5,Best in the market!,Awesome brandREAD MORE
5,Best in the market!,Great phoneREAD MORE
5,Worth every penny,Nice product.Liked it!READ MORE
5,Brilliant,Apple se 2020 amazing.. Simple.. Sharp.READ MORE
5,Terrific purchase,Best ProductREAD MORE
5,Mind-blowing purchase,Good phone very fast & handy. Value for moneyREAD MORE
5,Great product,"My first phone from Apple, a great experience.READ MORE"
5,Fabulous!,AwesomeREAD MORE
4,Good quality product,Battery drains very fastREAD MORE
5,Wonderful,Good slim mobile with better SpecsREAD MORE
4,Very Good,its good not best......🤓🤓READ MORE
5,Brilliant,Awsome phone Bartery backup is also good Battery stay one day after 100% chargedREAD MORE
4,Wonderful,phone is good but cost is havyREAD MORE
5,Just wow!,Perfect phone for conventional userREAD MORE
5,Brilliant,Awesome product 😍😍READ MORE
4,Wonderful,Lovely phoneREAD MORE
5,Great product,Decent performance.  Battery life needs to be improved. Overall value for money. Thumbs up for Flipkart delivery.READ MORE
5,Classy product,NiceREAD MORE
5,Classy product,Good phoneREAD MORE
5,Classy product,Nice product Good for normal useHigh quality camera And performance.READ MORE
3,Nice,Buying an iPhone first time in my life was really excited but the type of model of SEi is not giving edge to other androids as the battery life is really poor the some how the system is working slow.did not understand is it an I phoneREAD MORE
5,Perfect product!,The best iphone to buy at low range highly recommended to buy than oneplus 8/nord love you appleREAD MORE
5,Perfect product!,good productREAD MORE
4,Good choice,🥰🥰🥰READ MORE
5,Highly recommended,GoodREAD MORE
5,Super!,Good looking phoneREAD MORE
4,Wonderful,Good ProductREAD MORE
5,Just wow!,Awesome phone. I really like it.READ MORE
5,Simply awesome,"Performance is top notch.It’s the closest thing to future-proof you’ll find & the fastest performance around, very good cameras, wireless charging and a premium design that outclasses cheap Android phones.READ MORE"
5,Wonderful,Good oneREAD MORE
5,Terrific,Great.READ MORE
5,Wonderful,"It’s a great phone, compact and no nonsense! It’s all you need package and not what you desire. It does what it does and does it perfectly! Amazing phone if you aren’t looking for luxuries like multiple camera, larger display.READ MORE"
5,Excellent,ThanksREAD MORE
4,Delightful,phone is very good But small size ?READ MORE
5,Fabulous!,its good mobileREAD MORE
5,Super!,Value for money from the Apple stableREAD MORE
4,Nice product,One of the quality product from Apple there is no words to say about an appleREAD MORE
5,Classy product,"It’s a compact daemon, can almost handle any task smoothly and still pocket friendly. Thanks Apple and Flipkart for making it available in this difficult time.READ MORE"
4,Good quality product,Product is very good but Flipkart delivery service is very poor.READ MORE
5,Fabulous!,GoodREAD MORE
5,Perfect product!,Nice product by appleREAD MORE
3,Fair,EarPods not working properlyREAD MORE
5,Awesome,Best best best iphone everREAD MORE
3,Good,I’m not satisfied with the battery performance.battery performance  should be better.Rest is good mast awesomeREAD MORE
4,Delightful,Good camera and very smooth while using.READ MORE
5,Terrific,Best phone in budgetREAD MORE
5,Simply awesome,Awesome experienceREAD MORE
4,Delightful,Very goodREAD MORE
5,Super!,The only drawback is battery backup Else it’s iPhone everyone dreams of it. Great performance one handed use and the slick and slim designREAD MORE
5,Classy product,Not lagging at all...Very convenient phone handy and slimBest phone under this rangeREAD MORE
5,Best in the market!,Thanks Flipkart and iPhoneREAD MORE
5,Mind-blowing purchase,Awsm phoneREAD MORE
5,Simply awesome,Best phone for whome those like small phoneREAD MORE
5,Fabulous!,camera was really good. It capture the looks as exactly. High speed performance.Battery was great for normal use.READ MORE
5,Excellent,Nice product 👌🏻👍🏻🥰READ MORE
5,Excellent,This is absolutely amazing phone. The only shortcoming is that it has a small battery. But that’s completely understandable as the it small phone and performance is like a blastREAD MORE
4,Nice product,Very gd phone it lower ur mobile usage time by reducing unnecessary notifications from app and also true tone display do care of your eyes and small size phone and powerfull performance make it a epic choiceREAD MORE
4,Very Good,A good phone for new iPhone users. Battery backup is just ok. Have to buy an additional 18w charger. Data speed is much lesser than other smart phones.READ MORE
5,Excellent,good phone. battery was a disasterREAD MORE
5,Brilliant,Great product.Value for moneyREAD MORE
5,Just wow!,Awesome productREAD MORE
5,Wonderful,Phone is super good.Camera at the best quality. Sometimes overheating and battery drain fast.overall good performanceREAD MORE
5,Wonderful,Must buy for an Apple fan.READ MORE
5,Terrific,Amazing but apple should hav provided notch display in dis price rangeREAD MORE
1,Utterly Disappointed,There is a battery problem which creates disturbance so that not good nothingREAD MORE
5,Great product,"Just awesome. If you have any size restriction and yet want the best phone available in the market, go for it.READ MORE"
5,Awesome,"Mbile is very nice, it operates perfectly.  Only battery is not sustainable.READ MORE"
5,Great product,Excellent phoneREAD MORE
5,Just wow!,Nice productREAD MORE
5,Excellent,Great oneREAD MORE
1,Not recommended at all,ExcellentREAD MORE
2,Slightly disappointed,Nothing Great. Same like iPhone 6. Rather save your money and buy iPhone 7.READ MORE
4,Good choice,NiceREAD MORE
5,Terrific,I bought this phone for my Mom; she is very happy with the overall performance. Good buyREAD MORE
5,Great product,Awesome phone during this timeREAD MORE
4,Pretty good,Good but battery is too badREAD MORE
5,Perfect product!,Go for it without any doubt best iPhone with low budgetREAD MORE
3,Just okay,Some observations after using for a month.1. The battery is barely adequate for a day of moderate usage.2. Charging speed can be improved.3. Sound & Camera is very good(front & rear both) as you have already seen in other reviews.4. Not sure about others but my phone gets heat up while on call or recording videos.5. The phone body is SExy.READ MORE
5,Classy product,Battery performance is not goodRemaining things is okREAD MORE
2,Not good,Bakwas productREAD MORE
5,Brilliant,It's branded and ideal size phone that's why worth to buy. either or there are so many things which are simply irritating. Like week battery backup and Marathi typing problem etc.etc.Some features of this phone are so tricky to use. They are not simple as we got in any android phone.READ MORE
5,Terrific purchase,Good phone but expensive in IndiaREAD MORE
5,Highly recommended,Such an awesome phoneREAD MORE
5,Super!,Fantastic phone...power pack performanxe...afterall its iphone.Checked all boxes of class and style.READ MORE
5,Terrific,GoodREAD MORE
5,Fabulous!,Fantastic productsREAD MORE
4,Delightful,Worth for money good qualityREAD MORE
5,Terrific purchase,GoodREAD MORE
5,Best in the market!,Timely delivery and awesome product.READ MORE
5,Perfect product!,It's awesome....if budget is constraint then go for this mobile...it's greatREAD MORE
5,Worth every penny,Flipkart is greatREAD MORE
5,Brilliant,"Awesome product , totally value for money , excellent camera and nice feel at handREAD MORE"
5,Worth every penny,GoodREAD MORE
5,Brilliant,AWESOME PRODUCT & DELIVERY SERVICEREAD MORE
5,Must buy!,Compareable with iphone 11. Thats all i can say!READ MORE
5,Best in the market!,Best mobile at best price 👍READ MORE
5,Must buy!,AwesomeREAD MORE
5,Brilliant,Perfect phone fore the price. Takes awesome pictures.READ MORE
5,Must buy!,Great value for money phone.READ MORE
5,Worth every penny,GoodREAD MORE
5,Simply awesome,Really awesome one and i think the perfomane is better than other iphone devices and iam so sad regarding its battery but anyway its a excellent device👍👍👍READ MORE
4,Delightful,"Overall a good phone with very good performance. The only downside is the battery life. Even if you are a moderate user of phones, you’ll not be able to survive the day.READ MORE"
